,optimalImageSize,optimalDistanceBetweenEyes,optimalConfidence
00655,20.0,5.0,0.9907670021057129
00656,20.0,5.0,0.9809536933898926
00657,27.0,8.0,0.9255566000938416
00658,20.0,6.082762530298219,0.9163208603858948
00659,20.0,5.0990195135927845,0.9472531676292419
00660,29.0,6.082762530298219,0.7823466062545776
00661,21.0,6.0,0.9934826493263245
00662,28.0,6.082762530298219,0.9641748070716858
00663,20.0,5.0,0.9067953824996948
00664,20.0,6.0,0.7615194916725159
00665,21.0,6.0,0.9983160495758057
00666,21.0,5.0,0.7521036863327026
00667,20.0,5.0,0.9998726844787598
00668,21.0,6.0,0.8124279975891113
00669,20.0,5.0,0.9719530344009399
00670,30.0,9.055385138137417,0.8641889691352844
00671,23.0,6.0,0.9355369210243225
00672,20.0,6.082762530298219,0.9892455339431763
00673,21.0,5.0,0.9847440123558044
00674,20.0,7.0710678118654755,0.9815556406974792
00675,20.0,5.0,0.9988818764686584
00676,20.0,4.0,0.9635478258132935
00677,23.0,5.0,0.8530345559120178
00678,20.0,6.0,0.994606077671051
00679,20.0,5.0,0.990036129951477
00680,24.0,6.0,0.8132687211036682
00681,20.0,5.0,0.9677786827087402
00682,23.0,6.0,0.9743459224700928
00683,25.0,8.06225774829855,0.958598256111145
00684,23.0,7.0,0.885103166103363
00685,20.0,4.123105625617661,0.9048911333084106
00686,20.0,6.0,0.991657555103302
00687,20.0,5.0,0.9981595873832703
00688,20.0,5.0990195135927845,0.9993267059326172
00689,20.0,6.0,0.9765061736106873
00690,22.0,6.082762530298219,0.8194831609725952
00691,20.0,5.0,0.9971743822097778
00692,20.0,4.0,0.8755618333816528
00693,26.0,8.0,0.8609585762023926
00694,32.0,9.055385138137417,0.8870235085487366
00695,27.0,7.0710678118654755,0.9837190508842468
00696,20.0,5.0,0.911199688911438
00697,20.0,4.123105625617661,0.910415530204773
00698,20.0,6.0,0.9946417808532715
00699,20.0,6.0,0.9494137763977051
00700,27.0,7.0710678118654755,0.7036607265472412
00701,20.0,5.0,0.9979988932609558
00702,30.0,8.06225774829855,0.8587484955787659
00703,20.0,6.0,0.9923259019851685
00704,20.0,6.0,0.99666827917099
00705,20.0,5.0990195135927845,0.9934197068214417
00706,23.0,4.47213595499958,0.7470756769180298
00707,23.0,6.082762530298219,0.8765633702278137
00708,20.0,6.0,0.9996395111083984
00709,29.0,6.082762530298219,0.8326919674873352
00710,20.0,5.0,0.9967371821403503
00711,20.0,6.0,0.9975879192352295
00712,20.0,5.0,0.9019756317138672
00713,20.0,5.0,0.9967779517173767
00714,20.0,5.0,0.9624807834625244
00715,20.0,5.0990195135927845,0.7520664930343628
00716,27.0,7.0710678118654755,0.9977097511291504
00717,20.0,6.0,0.7671189904212952
00718,24.0,6.0,0.9751543402671814
00719,20.0,5.0,0.9830688238143921
00720,20.0,6.0,0.9793394207954407
00721,20.0,6.0,0.9962316155433655
00722,20.0,5.0,0.9992364645004272
00723,20.0,6.0,0.9995642304420471
00724,20.0,5.0,0.8246873021125793
00725,27.0,8.0,0.7838573455810547
00726,25.0,6.0,0.9920984506607056
00727,20.0,5.0,0.9654197096824646
00728,20.0,3.605551275463989,0.7293291091918945
00729,20.0,6.0,0.9946877956390381
00730,28.0,8.0,0.727456271648407
00731,20.0,5.0,0.9764427542686462
00732,20.0,6.0,0.9341545701026917
00733,20.0,6.0,0.7845438718795776
00734,22.0,5.0,0.7692235112190247
00735,20.0,5.0,0.9981675148010254
00736,20.0,5.0,0.9780418276786804
00737,20.0,5.0990195135927845,0.7668434381484985
00738,27.0,7.0,0.9778974652290344
00739,20.0,6.0,0.9787039756774902
00740,20.0,5.0,0.9944316744804382
00741,21.0,7.0710678118654755,0.8107973337173462
00742,20.0,5.0990195135927845,0.8050123453140259
00743,27.0,6.082762530298219,0.8562660217285156
00744,20.0,5.0,0.9997403025627136
00745,28.0,6.082762530298219,0.8250200152397156
00746,21.0,5.0,0.9974960684776306
00747,20.0,5.0,0.8646047711372375
00748,20.0,6.0,0.9974669218063354
00749,20.0,5.0990195135927845,0.9460386633872986
00750,32.0,8.0,0.9651941061019897
00751,32.0,7.0,0.9998179078102112
00752,20.0,3.1622776601683795,0.9760703444480896
00753,20.0,4.123105625617661,0.7678748965263367
00754,20.0,5.0,0.997593104839325
00755,22.0,6.082762530298219,0.9449033141136169
00756,20.0,6.0,0.9983025789260864
00757,24.0,6.0,0.9697654843330383
00758,30.0,7.0,0.7577359676361084
00759,22.0,5.0,0.9969692826271057
00760,25.0,6.0,0.8527532815933228
00761,22.0,6.0,0.9592688083648682
00762,21.0,5.0990195135927845,0.9300506711006165
00763,23.0,6.0,0.7776276469230652
00764,20.0,5.0990195135927845,0.9933968782424927
00765,20.0,6.0,0.9226304888725281
00766,23.0,5.0990195135927845,0.9463308453559875
00767,20.0,7.0710678118654755,0.9996587038040161
00768,20.0,6.0,0.999072790145874
00769,25.0,6.0,0.9238859415054321
00770,24.0,6.0,0.8307137489318848
00771,20.0,6.082762530298219,0.9931138157844543
00772,23.0,7.0,0.7213320136070251
00773,20.0,5.0,0.9909908771514893
00774,29.0,7.0,0.9150538444519043
00775,20.0,6.082762530298219,0.9277987480163574
00776,20.0,5.0990195135927845,0.7463333606719971
00777,20.0,5.0,0.9749831557273865
00778,24.0,6.082762530298219,0.9069372415542603
00779,22.0,5.0,0.9365307688713074
00780,20.0,4.123105625617661,0.9756596088409424
00781,22.0,6.0,0.7047433853149414
00782,22.0,6.0,0.8735226988792419
00783,20.0,5.0,0.9751430749893188
00784,20.0,5.0990195135927845,0.9946781396865845
00785,20.0,5.0,0.973781406879425
00786,25.0,5.0,0.7364956140518188
00787,20.0,5.0990195135927845,0.9765592813491821
00788,20.0,5.0,0.969560444355011
00789,20.0,6.0,0.9998444318771362
00790,20.0,6.0,0.9993798732757568
00791,20.0,5.0,0.9880756139755249
00792,23.0,8.0,0.9706209301948547
00793,26.0,6.082762530298219,0.9228112697601318
00794,20.0,5.0,0.9996837377548218
00795,20.0,5.0,0.9935966730117798
00796,22.0,6.0,0.9939080476760864
00797,20.0,5.0,0.9987554550170898
00798,20.0,5.0,0.9813567399978638
00799,20.0,6.0,0.9991697072982788
00800,20.0,5.0990195135927845,0.7342560887336731
00801,20.0,7.0710678118654755,0.7431839108467102
00802,23.0,6.0,0.9854861497879028
00803,32.0,7.0,0.9925459027290344
00804,23.0,6.0,0.8161590695381165
00805,20.0,6.0,0.98549485206604
00806,20.0,5.0990195135927845,0.9991651773452759
00807,29.0,6.0,0.9073110818862915
00808,20.0,5.0,0.9990819692611694
00809,20.0,5.0990195135927845,0.9871329069137573
00810,20.0,5.0,0.7870345115661621
00811,22.0,6.082762530298219,0.9151145219802856
00812,20.0,5.0,0.996997594833374
00813,27.0,7.0710678118654755,0.872038722038269
00814,20.0,5.0,0.9952579140663147
00815,20.0,6.0,0.9988056421279907
00816,20.0,4.123105625617661,0.9795970320701599
00817,20.0,5.0,0.9292636513710022
00818,21.0,6.082762530298219,0.9513928890228271
00819,20.0,5.0990195135927845,0.9994310736656189
00820,20.0,6.0,0.9846014976501465
00821,20.0,5.0,0.9991565942764282
00822,20.0,5.0,0.8747265934944153
00823,29.0,7.0,0.9036200642585754
00824,25.0,7.0,0.9780552983283997
00825,20.0,5.0,0.9973776340484619
00826,21.0,6.0,0.8019472360610962
00827,22.0,5.0990195135927845,0.750879168510437
00828,20.0,5.0,0.9729772210121155
00829,20.0,4.123105625617661,0.8102710247039795
00830,20.0,7.0,0.987204909324646
00831,20.0,6.0,0.8649594187736511
00832,20.0,5.0,0.9831462502479553
00833,20.0,5.0,0.9910974502563477
00834,25.0,6.0,0.9442011713981628
00835,20.0,5.0,0.994771420955658
00836,20.0,6.0,0.7120614051818848
00837,20.0,5.0,0.9982231259346008
00838,20.0,5.0990195135927845,0.7218950390815735
00839,20.0,6.0,0.9842016100883484
00840,20.0,6.0,0.9987609386444092
00841,20.0,5.0,0.9976296424865723
00842,32.0,7.0710678118654755,0.9920805096626282
00843,30.0,7.0710678118654755,0.7007013559341431
00844,25.0,7.0,0.9286498427391052
00845,22.0,5.0,0.9825987815856934
00846,24.0,7.0710678118654755,0.7294070720672607
00847,24.0,4.123105625617661,0.8727408647537231
00848,20.0,5.0,0.9988446235656738
00849,20.0,5.0,0.9992989301681519
00850,20.0,5.0,0.9975468516349792
00851,21.0,4.123105625617661,0.989230215549469
00852,23.0,5.0990195135927845,0.733226478099823
00853,24.0,6.0,0.8703281879425049
00854,20.0,5.0,0.9987859129905701
00855,20.0,5.0,0.9843811988830566
00856,20.0,4.0,0.9905703067779541
00857,20.0,6.0,0.9274734854698181
00858,20.0,5.0,0.9897149205207825
00859,26.0,8.0,0.8636516332626343
00860,20.0,6.0,0.9539777636528015
00861,20.0,4.0,0.9867624640464783
00862,25.0,7.0710678118654755,0.9922332763671875
00863,21.0,5.0990195135927845,0.7196306586265564
00864,20.0,5.0,0.9953008890151978
00865,20.0,4.123105625617661,0.7529715895652771
00866,22.0,5.0,0.7674683332443237
00867,24.0,8.06225774829855,0.8198689222335815
00868,27.0,6.082762530298219,0.9473900198936462
00869,29.0,8.06225774829855,0.7647831439971924
00870,20.0,5.0,0.9896373748779297
00871,20.0,5.0,0.9968595504760742
00872,20.0,5.0,0.9451358318328857
00873,20.0,5.0,0.9987502098083496
00874,20.0,6.0,0.9798048734664917
00875,20.0,5.0,0.9986869692802429
00876,32.0,7.0,0.9845893979072571
00877,20.0,5.0,0.9938651919364929
00878,20.0,6.0,0.9922661185264587
00879,21.0,5.0,0.9566959738731384
00880,20.0,5.0,0.9897364377975464
00881,20.0,6.082762530298219,0.9756181836128235
00882,20.0,5.0,0.9981164932250977
00883,20.0,4.47213595499958,0.9277587532997131
00884,20.0,5.0990195135927845,0.9694347381591797
00885,20.0,6.082762530298219,0.9255825281143188
00886,20.0,6.082762530298219,0.9415134191513062
00887,20.0,5.0,0.9951716065406799
00888,20.0,4.0,0.8210505843162537
00889,21.0,5.0990195135927845,0.9532244801521301
00890,20.0,4.0,0.782875657081604
00891,21.0,6.0,0.9947782754898071
00892,20.0,6.0,0.9632068276405334
00893,20.0,5.0,0.9719544053077698
00894,29.0,8.0,0.8904683589935303
00895,20.0,4.123105625617661,0.7527180314064026
00896,20.0,5.0,0.7600815296173096
00897,32.0,8.0,0.9948636889457703
00898,22.0,5.0,0.7221217751502991
00899,20.0,6.0,0.7579461932182312
00900,20.0,7.0,0.8229981064796448
00901,20.0,5.0990195135927845,0.9946891069412231
00902,32.0,9.0,0.9996938705444336
00903,20.0,6.0,0.9944703578948975
00904,20.0,6.0,0.9819127321243286
00905,20.0,6.082762530298219,0.9834521412849426
00906,25.0,6.0,0.978685736656189
00907,30.0,8.0,0.9575073719024658
00908,23.0,6.0,0.8901754021644592
00909,20.0,7.0,0.9884412288665771
00910,20.0,5.830951894845301,0.8634952902793884
00911,21.0,4.0,0.9769836068153381
00912,20.0,5.0,0.9877179861068726
00913,20.0,5.0,0.9293422102928162
00914,25.0,7.0710678118654755,0.9718388915061951
00915,20.0,5.0990195135927845,0.9357479810714722
00916,20.0,5.0990195135927845,0.8844786882400513
00917,20.0,6.082762530298219,0.9345518946647644
00918,26.0,7.0,0.9948952794075012
00919,20.0,5.0,0.997297465801239
00920,20.0,6.0,0.981393575668335
00921,20.0,5.0,0.9993938207626343
00922,20.0,6.0,0.9985224604606628
00923,27.0,4.0,0.9329753518104553
00924,20.0,5.0,0.9156566262245178
00925,20.0,5.0,0.9843581914901733
00926,20.0,6.0,0.9784810543060303
00927,20.0,7.0,0.909098207950592
00928,20.0,5.0,0.9957320094108582
00929,20.0,5.0990195135927845,0.9906572103500366
00930,24.0,6.082762530298219,0.9472059011459351
00931,20.0,6.0,0.9989140033721924
00932,25.0,6.082762530298219,0.8141832947731018
00933,31.0,7.615773105863909,0.79012531042099
00934,32.0,9.055385138137417,0.8949943780899048
00935,27.0,7.0,0.9442739486694336
00936,25.0,7.0,0.9979051351547241
00937,20.0,4.123105625617661,0.724292516708374
00938,25.0,5.0,0.9909762740135193
00939,21.0,4.0,0.9802923798561096
00940,20.0,5.0,0.9999902248382568
00941,20.0,5.0,0.7513980865478516
00942,28.0,7.0,0.9579665064811707
00943,27.0,7.0,0.942721962928772
00944,21.0,6.0,0.9909185171127319
00945,21.0,5.0990195135927845,0.9324769973754883
00946,20.0,4.47213595499958,0.8874834179878235
00947,22.0,5.0990195135927845,0.9946377873420715
00948,20.0,5.0,0.991008460521698
00949,20.0,6.0,0.8611452579498291
00950,20.0,5.0,0.9905877113342285
00951,20.0,4.0,0.978029191493988
00952,22.0,5.0990195135927845,0.8082088828086853
00953,20.0,4.123105625617661,0.979420006275177
00954,26.0,6.0,0.9321351051330566
00955,20.0,6.082762530298219,0.9614211320877075
00956,20.0,4.123105625617661,0.9923100471496582
00957,20.0,6.082762530298219,0.9831516742706299
00958,20.0,6.0,0.7356971502304077
00959,20.0,6.082762530298219,0.8035385608673096
00960,22.0,6.082762530298219,0.9140012264251709
00961,30.0,7.0,0.8699276447296143
00962,32.0,8.0,0.9822872281074524
00963,20.0,5.0,0.9795455932617188
00964,20.0,5.0,0.9988008737564087
00965,20.0,5.0990195135927845,0.9602519273757935
00966,20.0,5.0,0.9950615763664246
00967,20.0,5.0,0.9383226037025452
00968,27.0,6.0,0.9223436117172241
00969,24.0,5.0,0.9627121686935425
00970,24.0,6.0,0.7116367816925049
00971,20.0,5.0990195135927845,0.9736229777336121
00972,20.0,5.0990195135927845,0.9496712684631348
00973,20.0,4.123105625617661,0.9923646450042725
00974,20.0,5.0,0.7948274612426758
00975,21.0,4.123105625617661,0.8373584747314453
00976,22.0,6.082762530298219,0.7120386362075806
00977,32.0,8.06225774829855,0.9997825026512146
00978,20.0,6.0,0.9991732239723206
00979,31.0,9.0,0.8882739543914795
00980,20.0,5.0990195135927845,0.9965572357177734
00981,20.0,6.082762530298219,0.987765908241272
00982,24.0,7.0710678118654755,0.7356341481208801
00983,20.0,6.0,0.9982960820198059
00984,28.0,7.0,0.9462201595306396
00985,20.0,5.0,0.9313446283340454
00986,25.0,7.0,0.9911421537399292
00987,20.0,5.0,0.990349292755127
00988,20.0,5.0,0.9882458448410034
00989,20.0,6.082762530298219,0.7619829773902893
00990,20.0,5.0,0.998960018157959
00991,20.0,5.0990195135927845,0.8994826674461365
00992,21.0,5.0990195135927845,0.9019366502761841
00993,33.0,8.0,0.9160268306732178
00994,30.0,7.0,0.7367920279502869
00995,20.0,6.0,0.9990365505218506
00996,20.0,5.0,0.9229696393013
00997,20.0,5.0,0.7802011370658875
00998,20.0,5.0,0.9972149133682251
00999,20.0,6.0,0.9979749321937561
