,optimalImageSize,optimalDistanceBetweenEyes,optimalConfidence
00183,24.0,5.0,0.8038306832313538
00184,20.0,5.0990195135927845,0.9950425624847412
00185,22.0,6.0,0.8707537055015564
00186,20.0,7.0,0.9854543209075928
00187,32.0,7.0710678118654755,0.9954965114593506
00188,24.0,5.0990195135927845,0.9154068231582642
00189,21.0,6.0,0.9991251826286316
00190,26.0,6.082762530298219,0.9097724556922913
00191,20.0,5.0990195135927845,0.7717188000679016
00192,20.0,5.0,0.9795467257499695
00193,29.0,8.06225774829855,0.9842718243598938
00194,20.0,6.082762530298219,0.9518691897392273
00195,23.0,6.082762530298219,0.7936390042304993
00196,20.0,5.0,0.9978183507919312
00197,22.0,6.0,0.9803534746170044
00198,20.0,5.0,0.9972559809684753
00199,23.0,5.0990195135927845,0.8190209865570068
00200,20.0,5.0,0.9993900060653687
00201,20.0,5.0,0.7469809055328369
00202,29.0,7.0710678118654755,0.8325203061103821
00203,21.0,5.0,0.9148104786872864
00204,20.0,6.0,0.9975602626800537
00205,23.0,5.0990195135927845,0.9959508180618286
00206,20.0,5.0,0.9993261098861694
00207,20.0,5.0,0.9999409914016724
00208,24.0,6.0,0.9354584813117981
00209,21.0,6.082762530298219,0.9899761080741882
00210,20.0,6.0,0.9341346025466919
00211,20.0,7.0710678118654755,0.938072144985199
00212,20.0,5.0,0.8886077404022217
00213,20.0,5.0,0.9982684850692749
00214,20.0,6.082762530298219,0.7413966655731201
00215,20.0,5.0,0.9475734233856201
00216,20.0,5.0,0.9868407249450684
00217,20.0,6.082762530298219,0.8693656921386719
00218,20.0,5.0990195135927845,0.9792138934135437
00219,20.0,5.0,0.9983188509941101
00220,20.0,7.0,0.9912071824073792
00221,20.0,5.0,0.9693324565887451
00222,21.0,5.0,0.9819489121437073
00223,21.0,6.082762530298219,0.9303303360939026
00224,20.0,6.082762530298219,0.7042419910430908
00225,20.0,5.0990195135927845,0.9858741760253906
00226,26.0,8.06225774829855,0.7452759742736816
00227,23.0,6.082762530298219,0.779033362865448
00228,20.0,5.0,0.9967272281646729
00229,22.0,5.0,0.8089141249656677
00230,20.0,5.0,0.9921253323554993
00231,20.0,6.0,0.9575426578521729
00232,25.0,6.0,0.9712665677070618
00233,20.0,5.0990195135927845,0.9949637651443481
00234,26.0,7.0,0.9916602969169617
00235,27.0,6.0,0.9609249830245972
00236,23.0,6.0,0.8854169249534607
00237,20.0,5.0,0.8753657341003418
00238,20.0,5.0,0.7686076760292053
00239,23.0,5.0990195135927845,0.780552864074707
00240,20.0,5.0,0.9966358542442322
00241,32.0,8.0,0.996221661567688
00242,20.0,5.0,0.9936892986297607
00243,20.0,5.0,0.995518147945404
00244,26.0,7.0710678118654755,0.7865768671035767
00245,26.0,7.0,0.9115641713142395
00246,24.0,7.0,0.7132954597473145
00247,20.0,5.0990195135927845,0.9984737038612366
00248,20.0,6.0,0.9628335237503052
00249,20.0,5.0,0.878588855266571
00250,32.0,8.06225774829855,0.9979349374771118
00251,20.0,5.0,0.9935975074768066
00252,20.0,5.0,0.9994910955429077
00253,20.0,5.0,0.841911792755127
00254,20.0,6.0,0.9824303388595581
00255,20.0,5.0,0.999187171459198
00256,20.0,8.0,0.9844006896018982
00257,20.0,6.0,0.998224675655365
00258,20.0,5.0,0.9977543950080872
00259,20.0,5.0,0.9992697834968567
00260,20.0,5.385164807134504,0.8428245186805725
00261,20.0,5.0,0.9980790615081787
00262,21.0,6.0,0.7342255711555481
00263,20.0,5.0,0.9991132616996765
00264,20.0,6.082762530298219,0.9990719556808472
00265,20.0,6.0,0.9743759036064148
00266,20.0,5.0,0.9859274625778198
00267,20.0,6.0,0.9981409311294556
00268,20.0,4.123105625617661,0.9824291467666626
00269,20.0,5.0,0.9965904951095581
00270,20.0,5.0990195135927845,0.8508267402648926
00271,23.0,6.0,0.814294695854187
00272,25.0,6.082762530298219,0.8680045008659363
00273,20.0,6.0,0.8287978768348694
00274,20.0,5.0990195135927845,0.9693212509155273
00275,20.0,5.0,0.9529472589492798
00276,20.0,5.0,0.9886311888694763
00277,20.0,6.0,0.9992212057113647
00278,20.0,5.0,0.9968677163124084
00279,20.0,5.0,0.9884836077690125
00280,20.0,6.0,0.9918678402900696
00281,20.0,6.0,0.9990202188491821
00282,20.0,5.0,0.9153501987457275
00283,23.0,6.0,0.8137520551681519
00284,22.0,4.123105625617661,0.91343092918396
00285,20.0,5.0,0.9045151472091675
00286,20.0,5.0,0.9964689016342163
00287,28.0,7.0710678118654755,0.8999783396720886
00288,22.0,5.0,0.7363266348838806
00289,20.0,6.0,0.9954081177711487
00290,20.0,5.0,0.9956408739089966
00291,24.0,6.0,0.8847619891166687
00292,24.0,7.0710678118654755,0.8186331987380981
00293,20.0,5.0,0.9881410598754883
00294,20.0,6.0,0.9733677506446838
00295,20.0,5.0,0.9969981908798218
00296,29.0,7.0,0.871147632598877
00297,20.0,5.0,0.9093226790428162
00298,20.0,5.0,0.9986910223960876
00299,28.0,6.708203932499369,0.874687910079956
00300,20.0,6.0,0.9994847774505615
00301,20.0,5.0,0.9987127780914307
00302,20.0,6.0,0.9987039566040039
00303,20.0,5.0990195135927845,0.8921375870704651
00304,20.0,5.0,0.9737902283668518
00305,20.0,6.0,0.9902287721633911
00306,20.0,5.0,0.8028008341789246
00307,20.0,5.385164807134504,0.9610928893089294
00308,20.0,6.082762530298219,0.9860692024230957
00309,20.0,6.0,0.942341148853302
00310,32.0,9.0,0.9839627146720886
00311,20.0,5.385164807134504,0.7862547636032104
00312,22.0,5.0,0.7414899468421936
00313,20.0,5.0,0.9992209672927856
00314,20.0,5.0,0.9972569346427917
00315,24.0,6.0,0.9101210236549377
00316,24.0,5.0990195135927845,0.780186116695404
00317,20.0,5.0,0.9462418556213379
00318,20.0,5.0,0.989124059677124
00319,20.0,5.0,0.9672421813011169
00320,20.0,4.0,0.9957869648933411
00321,20.0,5.0990195135927845,0.8722257018089294
00322,20.0,6.082762530298219,0.9711022973060608
00323,20.0,6.0,0.9967227578163147
00324,20.0,6.0,0.996941864490509
00325,22.0,6.0,0.8564954400062561
00326,29.0,5.0990195135927845,0.9891272187232971
00327,20.0,6.0,0.9096145033836365
00328,21.0,5.0,0.953041672706604
00329,20.0,5.0,0.988983690738678
00330,20.0,6.0,0.972183883190155
00331,20.0,5.0,0.8101240992546082
00332,22.0,5.0,0.9990720748901367
00333,22.0,5.0,0.8538831472396851
00334,20.0,5.0990195135927845,0.9673731327056885
00335,20.0,6.082762530298219,0.9496994614601135
00336,20.0,5.0,0.9998921155929565
00337,27.0,6.0,0.812978982925415
00338,22.0,5.0,0.7053238153457642
00339,27.0,5.0,0.7966604828834534
00340,20.0,5.0,0.9811348915100098
00341,22.0,5.0990195135927845,0.9618544578552246
00342,20.0,5.0990195135927845,0.9719459414482117
00343,20.0,5.0990195135927845,0.9304530024528503
00344,20.0,5.0,0.9150876998901367
00345,20.0,6.0,0.938079833984375
00346,22.0,6.082762530298219,0.7762463092803955
00347,21.0,4.123105625617661,0.9283367991447449
00348,20.0,5.0,0.9968896508216858
00349,23.0,6.082762530298219,0.9485201835632324
00350,20.0,4.0,0.741722822189331
00351,20.0,5.0990195135927845,0.9835852384567261
00352,20.0,5.0,0.9621599912643433
00353,23.0,8.0,0.9864440560340881
00354,20.0,4.123105625617661,0.750849723815918
00355,20.0,5.0990195135927845,0.8631467223167419
00356,29.0,7.0,0.8116264939308167
00357,20.0,5.0,0.9961841702461243
00358,20.0,5.0,0.989978551864624
00359,20.0,6.324555320336759,0.9236221313476562
00360,26.0,7.0710678118654755,0.8593381643295288
00361,20.0,5.0990195135927845,0.9965677261352539
00362,20.0,6.0,0.9936714172363281
00363,20.0,5.0,0.8720200657844543
00364,20.0,5.0,0.998773992061615
00365,20.0,5.0,0.9981383085250854
00366,24.0,6.082762530298219,0.9171197414398193
00367,20.0,5.0,0.9063485264778137
00368,20.0,5.0990195135927845,0.9169634580612183
00369,32.0,8.0,0.9895220398902893
00370,20.0,5.0,0.9836645722389221
00371,21.0,4.123105625617661,0.9295680522918701
00372,20.0,5.0,0.9904292821884155
00373,20.0,5.0,0.9996922016143799
00374,20.0,5.0,0.9977232813835144
00375,31.0,6.082762530298219,0.7187070250511169
00376,31.0,8.0,0.8101567029953003
00377,20.0,5.0,0.724916398525238
00378,20.0,5.0,0.8544386029243469
00379,20.0,6.0,0.9771918654441833
00380,20.0,6.0,0.996448278427124
00381,20.0,6.082762530298219,0.99687659740448
00382,22.0,5.0990195135927845,0.7157217860221863
00383,21.0,6.0,0.9725586175918579
00384,24.0,6.082762530298219,0.8733855485916138
00385,21.0,5.0,0.8580328822135925
00386,20.0,5.0990195135927845,0.7153821587562561
00387,20.0,6.0,0.9890934228897095
00388,26.0,7.0710678118654755,0.7409661412239075
00389,21.0,5.385164807134504,0.9747456908226013
00390,20.0,5.0,0.965748131275177
00391,20.0,5.0,0.9324250817298889
00392,20.0,5.0990195135927845,0.9960582256317139
00393,20.0,5.0,0.9867607355117798
00394,29.0,9.055385138137417,0.985874593257904
00395,20.0,5.0,0.8240044713020325
00396,20.0,6.082762530298219,0.9946830868721008
00397,20.0,6.0,0.7991921901702881
00398,22.0,5.0990195135927845,0.9311354756355286
00399,20.0,5.0,0.8428166508674622
00400,20.0,6.0,0.9611650109291077
00401,23.0,6.0,0.7974995970726013
00402,20.0,6.082762530298219,0.9601635336875916
00403,20.0,4.123105625617661,0.9809122085571289
00404,23.0,6.0,0.9849046468734741
00405,20.0,6.0,0.9967610239982605
00406,20.0,6.0,0.9998651742935181
00407,22.0,5.0990195135927845,0.8970895409584045
00408,20.0,6.0,0.721111536026001
00409,20.0,5.0,0.9652167558670044
00410,20.0,5.0,0.9077052474021912
00411,22.0,5.0990195135927845,0.8374310731887817
00412,27.0,8.0,0.9641718864440918
00413,20.0,6.082762530298219,0.9603679180145264
00414,22.0,5.0,0.9929105639457703
00415,21.0,6.0,0.9863057136535645
00416,29.0,8.06225774829855,0.9179505705833435
00417,32.0,7.0710678118654755,0.9937654733657837
00418,20.0,4.123105625617661,0.9789931774139404
00419,20.0,4.123105625617661,0.969455897808075
00420,20.0,5.0,0.9862213134765625
00421,22.0,6.0,0.9847602248191833
00422,21.0,5.0,0.952519953250885
00423,20.0,5.0,0.9913309812545776
00424,20.0,6.0,0.9998064637184143
00425,20.0,6.0,0.9854750633239746
00426,20.0,5.0,0.9757022857666016
00427,20.0,6.0,0.9436849355697632
00428,20.0,6.0,0.9974834322929382
00429,20.0,5.0,0.9842950105667114
00430,20.0,4.123105625617661,0.9927258491516113
00431,25.0,6.082762530298219,0.7473558187484741
00432,32.0,7.0,0.9954304695129395
00433,25.0,7.0710678118654755,0.8790391087532043
00434,32.0,9.0,0.9939836859703064
00435,20.0,6.0,0.9985747337341309
00436,20.0,6.0,0.9403873682022095
00437,25.0,5.385164807134504,0.9866595268249512
00438,25.0,7.0,0.8104519248008728
00439,23.0,6.0,0.8685967922210693
00440,20.0,4.123105625617661,0.9473649859428406
00441,20.0,5.0990195135927845,0.9962361454963684
00442,20.0,5.385164807134504,0.999133288860321
00443,29.0,9.219544457292887,0.9101046919822693
00444,20.0,5.0,0.9959678649902344
00445,20.0,6.0,0.9809025526046753
00446,20.0,6.0,0.9911056160926819
00447,20.0,4.0,0.9929609894752502
00448,20.0,6.0,0.7252795696258545
00449,26.0,7.0710678118654755,0.9082986116409302
00450,32.0,9.0,0.999546229839325
00451,31.0,8.0,0.9396843314170837
00452,20.0,5.0990195135927845,0.9945700764656067
00453,20.0,4.0,0.9544699192047119
00454,20.0,5.0,0.9954338669776917
00455,23.0,5.0990195135927845,0.9364507794380188
00456,20.0,4.0,0.9635639190673828
00457,20.0,6.0,0.9996922016143799
00458,20.0,4.123105625617661,0.887793779373169
00459,20.0,5.0990195135927845,0.9028707146644592
00460,20.0,5.0990195135927845,0.9354552626609802
00461,22.0,7.0,0.987011194229126
00462,20.0,6.082762530298219,0.9998699426651001
00463,27.0,7.0,0.8728091716766357
00464,20.0,6.0,0.9842528700828552
00465,20.0,6.0,0.9838655591011047
00466,20.0,6.0,0.9358234405517578
00467,20.0,6.0,0.9663704037666321
00468,27.0,6.082762530298219,0.8245865702629089
00469,20.0,5.0,0.9987770915031433
00470,21.0,6.0,0.9528173804283142
00471,30.0,8.06225774829855,0.7835817933082581
00472,20.0,5.0,0.9015182256698608
00473,23.0,3.0,0.8555444478988647
00474,20.0,5.0990195135927845,0.9916855096817017
00475,20.0,5.0,0.7623364329338074
00476,20.0,5.0,0.9894535541534424
00477,23.0,6.082762530298219,0.8315125703811646
00478,20.0,5.0,0.9964397549629211
00479,20.0,5.0,0.9933171272277832
00480,31.0,8.0,0.8496469259262085
00481,32.0,8.0,0.9985358715057373
00482,24.0,8.0,0.8805149793624878
00483,20.0,6.0,0.9977436065673828
00484,20.0,5.385164807134504,0.7781990170478821
00485,21.0,5.0,0.9503808617591858
00486,20.0,5.0,0.991380512714386
00487,20.0,7.0710678118654755,0.9934583306312561
00488,20.0,6.0,0.9288438558578491
00489,20.0,6.0,0.7111645340919495
00490,20.0,5.0,0.9429726004600525
00491,27.0,6.0,0.8887189030647278
00492,20.0,5.0990195135927845,0.876763641834259
00493,21.0,7.0,0.8827385306358337
00494,20.0,5.0,0.9844658374786377
00495,21.0,5.0,0.8533399105072021
00496,23.0,6.0,0.9332093596458435
00497,20.0,5.0990195135927845,0.9969857335090637
00498,20.0,6.0,0.8090534806251526
00499,20.0,6.0,0.9962241649627686
00500,25.0,7.0,0.9977777600288391
00501,22.0,5.0,0.9669494032859802
00502,22.0,6.0,0.9991821646690369
00503,20.0,5.0,0.990202009677887
00504,20.0,6.324555320336759,0.7445194721221924
00505,22.0,6.0,0.9560499787330627
00506,20.0,6.0,0.9909555315971375
00507,20.0,5.0990195135927845,0.9732335209846497
00508,20.0,5.0,0.9985682964324951
00509,20.0,4.0,0.931628942489624
00510,26.0,7.0,0.8463775515556335
00511,20.0,5.0,0.9973143935203552
00512,22.0,7.0,0.9866047501564026
00513,20.0,5.0,0.9877162575721741
00514,29.0,9.055385138137417,0.8123656511306763
00515,20.0,5.0990195135927845,0.9970525503158569
00516,20.0,5.0,0.9962630867958069
00517,20.0,5.0,0.9996708631515503
00518,26.0,6.0,0.9125112295150757
00519,20.0,5.0,0.7792880535125732
00520,20.0,6.0,0.9921656847000122
00521,20.0,5.0,0.991483747959137
00522,27.0,7.0710678118654755,0.7730229496955872
00523,20.0,6.0,0.9462099075317383
00524,22.0,6.0,0.9309355616569519
00525,20.0,6.0,0.9786281585693359
00526,32.0,7.0,0.9807397127151489
00527,23.0,7.0710678118654755,0.8375002145767212
00528,20.0,6.0,0.9899545907974243
00529,20.0,6.0,0.7736205458641052
00530,21.0,5.0,0.9713970422744751
00531,20.0,4.123105625617661,0.9731378555297852
00532,20.0,5.0,0.9999547004699707
00533,25.0,6.324555320336759,0.7014527916908264
00534,22.0,5.0,0.8493995666503906
00535,20.0,6.0,0.9703514575958252
00536,20.0,4.0,0.7329535484313965
00537,20.0,6.082762530298219,0.994249701499939
00538,20.0,5.0990195135927845,0.9952652454376221
00539,20.0,4.0,0.9191471338272095
00540,24.0,5.0990195135927845,0.9969808459281921
00541,25.0,6.082762530298219,0.8975985050201416
00542,20.0,5.0,0.9256267547607422
00543,20.0,5.0,0.9859926104545593
00544,23.0,7.0710678118654755,0.9550403356552124
00545,32.0,8.06225774829855,0.9885203242301941
00546,22.0,7.0,0.8784105181694031
00547,26.0,7.0710678118654755,0.9498329162597656
00548,20.0,5.0,0.8947976231575012
00549,22.0,7.0,0.9277394413948059
00550,20.0,5.0,0.9992032647132874
00551,31.0,7.0710678118654755,0.7817758917808533
00552,20.0,5.0,0.9490702748298645
00553,20.0,5.0,0.9837982654571533
00554,20.0,5.0990195135927845,0.8364241123199463
00555,20.0,6.0,0.9981318116188049
00556,23.0,6.0,0.8552497029304504
00557,20.0,4.123105625617661,0.9711204171180725
00558,21.0,5.0,0.7623050808906555
00559,20.0,6.082762530298219,0.9954102635383606
00560,20.0,5.0,0.9948155283927917
00561,20.0,6.0,0.9816068410873413
00562,25.0,5.0,0.8004998564720154
00563,20.0,5.0,0.878373384475708
00564,20.0,5.0,0.9827708005905151
00565,20.0,6.0,0.942074179649353
00566,20.0,6.0,0.9600040912628174
00567,22.0,5.0,0.9305511713027954
00568,20.0,4.0,0.9199525117874146
00569,20.0,6.0,0.9969714879989624
00570,20.0,5.0,0.985267162322998
00571,20.0,6.0,0.9174350500106812
00572,20.0,6.0,0.9997091889381409
00573,32.0,7.0,0.9972068667411804
00574,20.0,5.0,0.882985532283783
00575,20.0,4.0,0.9985653758049011
00576,22.0,5.0,0.9275183081626892
00577,20.0,5.0990195135927845,0.9954375624656677
00578,20.0,5.0,0.9906198978424072
00579,20.0,4.123105625617661,0.9329549074172974
00580,20.0,6.0,0.9971411228179932
00581,20.0,6.0,0.9977424144744873
00582,20.0,5.0,0.8458787798881531
00583,20.0,5.0,0.9790857434272766
00584,20.0,6.0,0.9875038266181946
00585,25.0,7.0710678118654755,0.9781633019447327
00586,20.0,5.0,0.9841103553771973
00587,22.0,5.0,0.9247844815254211
00588,25.0,7.0,0.9220815300941467
00589,26.0,7.0,0.8618496060371399
00590,20.0,6.082762530298219,0.9673020839691162
00591,20.0,4.0,0.989116370677948
00592,20.0,6.0,0.9245061278343201
00593,26.0,8.0,0.9321410655975342
00594,21.0,5.0,0.949699342250824
00595,20.0,5.0,0.9960797429084778
00596,20.0,6.0,0.9266937375068665
00597,20.0,5.0,0.9973135590553284
00598,27.0,7.0,0.8099347352981567
00599,20.0,6.0,0.996825098991394
00600,32.0,7.0,0.987622857093811
00601,25.0,7.0710678118654755,0.8597363233566284
00602,20.0,5.0,0.8379120230674744
00603,20.0,5.0,0.9985634684562683
00604,22.0,6.0,0.8947209119796753
00605,20.0,5.0,0.9999847412109375
00606,23.0,6.082762530298219,0.8269920349121094
00607,20.0,5.0,0.9640685319900513
00608,20.0,4.0,0.9994582533836365
00609,21.0,5.0,0.8508656024932861
00610,20.0,5.0990195135927845,0.7134484052658081
00611,21.0,5.0990195135927845,0.8426446914672852
00612,20.0,5.0,0.9997038245201111
00613,23.0,6.0,0.9081295728683472
00614,20.0,6.0,0.9975377321243286
00615,20.0,5.0,0.9946200847625732
00616,20.0,4.123105625617661,0.7186533808708191
00617,22.0,7.0,0.95743727684021
00618,20.0,6.0,0.9747821688652039
00619,20.0,5.0,0.9908939599990845
00620,20.0,6.0,0.957932710647583
00621,20.0,5.0,0.9993045330047607
00622,20.0,5.385164807134504,0.9949305653572083
00623,20.0,5.0,0.9987040758132935
00624,20.0,5.0,0.9933878183364868
00625,26.0,7.0710678118654755,0.9396570324897766
00626,23.0,6.0,0.9965332746505737
00627,21.0,5.0990195135927845,0.9105402827262878
00628,20.0,5.0990195135927845,0.9980581402778625
00629,20.0,5.0990195135927845,0.958570659160614
00630,24.0,7.0710678118654755,0.9519831538200378
00631,20.0,6.082762530298219,0.9979363679885864
00632,20.0,6.0,0.9945679903030396
00633,20.0,5.0,0.991866409778595
00634,22.0,5.0,0.9375169277191162
00635,20.0,5.0,0.9995952248573303
00636,20.0,5.0,0.9942314624786377
00637,21.0,6.0,0.972851574420929
00638,20.0,5.0,0.79909747838974
00639,20.0,6.082762530298219,0.9870752692222595
00640,20.0,7.0710678118654755,0.7025800943374634
00641,20.0,5.0,0.9961313009262085
00642,20.0,6.0,0.9948188662528992
00643,24.0,6.082762530298219,0.94828200340271
00644,20.0,6.0,0.7094364166259766
00645,27.0,6.082762530298219,0.9558929800987244
00646,27.0,6.082762530298219,0.8529878854751587
00647,25.0,6.324555320336759,0.9612312912940979
00648,21.0,7.0,0.8026971817016602
00649,20.0,4.47213595499958,0.870198667049408
00650,20.0,5.0,0.9998400211334229
00651,32.0,8.06225774829855,0.9807615876197815
00652,23.0,6.082762530298219,0.9113418459892273
00653,20.0,5.0990195135927845,0.9784293174743652
00654,20.0,5.0,0.9980238676071167
